157, 11, 10.185185
159, 6, 5.555556
149, 4, 3.703704
149, 4, 3.703704
150, 6, 5.555556
153, 8, 7.407407
153, 8, 7.407407
149, 4, 3.703704
150, 8, 7.407407
152, 11, 10.185185
152, 11, 10.185185
155, 8, 7.407407
156, 4, 3.703704
156, 4, 3.703704
155, 11, 10.185185
151, 7, 6.481481
157, 16, 14.814815
157, 6, 5.555556
148, 19, 17.592593
146, 8, 7.407407
154, 7, 6.481481
132, 4, 3.703704
132, 4, 3.703704
136, 13, 12.037037
136, 13, 12.037037
120, 10, 9.259259
120, 10, 9.259259
132, 3, 2.777778
130, 11, 10.185185
130, 11, 10.185185
127, 13, 12.037037
125, 14, 12.962963
140, 4, 3.703704
121, 8, 7.407407
126, 3, 2.777778
125, 9, 8.333333
119, 7, 6.481481
113, 5, 4.629630
113, 5, 4.629630
102, 14, 12.962963
102, 14, 12.962963
97, 18, 16.666667
93, 7, 6.481481
81, 16, 14.814815
82, 14, 12.962963
82, 14, 12.962963
91, 10, 9.259259
91, 10, 9.259259
88, 12, 11.111111
78, 10, 9.259259
81, 15, 13.888889
73, 9, 8.333333
86, 19, 17.592593
82, 22, 20.370370
91, 28, 25.925926
81, 21, 19.444444
87, 33, 30.555556
87, 33, 30.555556
88, 26, 24.074074
89, 21, 19.444444
83, 28, 25.925926
98, 21, 19.444444
112, 15, 13.888889
99, 28, 25.925926
115, 30, 27.777778
115, 30, 27.777778
111, 14, 12.962963
111, 14, 12.962963
115, 4, 3.703704
122, 5, 4.629630
123, 6, 5.555556
121, 8, 7.407407
121, 8, 7.407407
130, 14, 12.962963
130, 14, 12.962963
122, 8, 7.407407
122, 8, 7.407407
132, 8, 7.407407
153, 13, 12.037037
157, 13, 12.037037
178, 11, 8.730159
178, 11, 8.730159
162, 6, 4.761905
162, 6, 4.761905
158, 4, 3.174603
147, 4, 3.174603
147, 4, 3.174603
146, 8, 6.349206
146, 8, 6.349206
141, 15, 11.904762
131, 11, 8.730159
131, 11, 8.730159
135, 6, 4.761905
133, 13, 10.317460
133, 12, 9.523810
143, 7, 5.555556
134, 4, 3.174603
148, 5, 3.968254
148, 5, 3.968254
112, 12, 9.523810
136, 11, 8.730159
136, 11, 8.730159
134, 9, 7.142857
139, 13, 10.317460
123, 20, 15.873016
125, 16, 12.698413
130, 10, 7.936508
130, 10, 7.936508
142, 13, 10.317460
142, 13, 10.317460
152, 8, 6.349206
152, 8, 6.349206
152, 9, 7.142857
170, 4, 3.174603
176, 10, 7.936508
173, 6, 4.761905
172, 3, 2.380952
172, 3, 2.380952
174, 3, 2.380952
174, 3, 2.380952
190, 4, 3.174603
192, 3, 2.380952
196, 13, 10.317460
189, 15, 11.904762
187, 5, 3.968254
187, 5, 3.968254
181, 2, 1.587302
183, 5, 3.968254
183, 5, 3.968254
189, 3, 2.380952
160, 6, 4.761905
170, 6, 4.761905
177, 9, 7.142857
177, 9, 7.142857
174, 7, 5.555556
183, 5, 3.968254
189, 3, 2.380952
189, 3, 2.380952
177, 5, 6.666667
171, 6, 8.000000
176, 5, 6.666667
176, 5, 6.666667
177, 5, 6.666667
177, 5, 6.666667
162, 7, 9.333333
176, 1, 1.333333
165, 3, 4.000000
165, 3, 4.000000
159, 2, 2.666667
159, 2, 2.666667
138, 5, 6.666667
119, 7, 9.333333
109, 5, 6.666667
108, 1, 1.333333
113, 4, 5.333333
113, 5, 6.666667
113, 5, 6.666667
105, 4, 5.333333
105, 2, 2.666667
121, 5, 6.666667
111, 3, 4.000000
104, 5, 6.666667
104, 5, 6.666667
93, 6, 8.000000
100, 5, 6.666667
98, 4, 5.333333
93, 9, 12.000000
93, 3, 4.000000
100, 5, 6.666667
99, 5, 6.666667
104, 5, 6.666667
88, 4, 5.333333
95, 9, 12.000000
95, 9, 12.000000
104, 6, 8.000000
82, 5, 6.666667
84, 1, 1.333333
86, 6, 8.000000
91, 6, 8.000000
89, 6, 8.000000
89, 6, 8.000000
83, 7, 9.333333
82, 5, 6.666667
104, 3, 4.000000
109, 11, 14.666667
101, 11, 14.666667
102, 10, 13.333333
117, 4, 5.333333
116, 4, 5.333333
113, 5, 6.666667
109, 6, 8.000000
123, 6, 8.000000
111, 3, 4.000000
139, 5, 6.666667
133, 8, 10.666667
145, 2, 2.666667
137, 3, 4.000000
148, 3, 4.000000
161, 4, 5.333333
166, 11, 14.666667
158, 4, 5.333333
153, 9, 12.000000
153, 9, 12.000000
161, 3, 4.000000
160, 6, 8.000000
143, 0, 0.000000
143, 0, 0.000000
174, 2, 2.666667
174, 10, 6.211180
164, 10, 6.211180
160, 10, 6.211180
166, 7, 4.347826
159, 9, 5.590062
156, 7, 4.347826
145, 15, 9.316770
166, 10, 6.211180
169, 9, 5.590062
165, 10, 6.211180
165, 10, 6.211180
166, 11, 6.832298
166, 11, 6.832298
166, 21, 13.043478
177, 8, 4.968944
163, 13, 8.074534
163, 13, 8.074534
162, 19, 11.801242
157, 11, 6.832298
173, 9, 5.590062
159, 17, 10.559006
167, 17, 10.559006
167, 17, 10.559006
170, 20, 12.422360
160, 9, 5.590062
179, 15, 9.316770
170, 7, 4.347826
166, 8, 4.968944
169, 15, 9.316770
174, 20, 12.422360
181, 6, 3.726708
181, 6, 3.726708
170, 7, 4.347826
170, 7, 4.347826
170, 16, 9.937888
163, 12, 7.453416
149, 9, 5.590062
140, 11, 6.832298
128, 15, 9.316770
118, 19, 11.801242
119, 20, 12.422360
97, 17, 10.559006
105, 3, 1.863354
114, 18, 11.180124
120, 7, 4.347826
121, 8, 4.968944
122, 12, 7.453416
114, 19, 11.801242
137, 11, 6.832298
127, 5, 3.105590
124, 24, 14.906832
124, 24, 14.906832
129, 25, 15.527950
126, 8, 10.126582
128, 13, 16.455696
127, 14, 17.721519
130, 4, 5.063291
137, 4, 5.063291
154, 5, 6.329114
136, 9, 11.392405
146, 6, 7.594937
146, 6, 7.594937
140, 4, 5.063291
140, 4, 5.063291
143, 7, 8.860759
141, 10, 12.658228
129, 14, 17.721519
105, 18, 22.784810
102, 9, 11.392405
102, 9, 11.392405
76, 5, 6.329114
91, 11, 13.924051
94, 11, 13.924051
98, 15, 18.987342
98, 15, 18.987342
105, 14, 17.721519
119, 10, 12.658228
113, 16, 20.253165
110, 3, 3.797468
100, 5, 6.329114
95, 17, 21.518987
95, 17, 21.518987
90, 3, 3.797468
89, 16, 20.253165
100, 18, 22.784810
100, 18, 22.784810
92, 12, 15.189873
92, 12, 15.189873
108, 6, 7.594937
108, 6, 7.594937
100, 5, 6.329114
98, 3, 3.797468
98, 1, 1.265823
103, 2, 2.531646
103, 2, 2.531646
105, 15, 18.987342
107, 8, 10.126582
100, 12, 15.189873
98, 17, 21.518987
98, 17, 21.518987
101, 14, 17.721519
102, 16, 20.253165
101, 15, 18.987342
98, 2, 2.531646
90, 14, 17.721519
101, 10, 12.658228
107, 5, 6.329114
104, 3, 3.797468
93, 2, 2.531646
107, 1, 1.265823
99, 10, 10.416667
104, 14, 14.583333
102, 12, 12.500000
100, 4, 4.166667
96, 13, 13.541667
99, 8, 8.333333
99, 8, 8.333333
90, 29, 30.208333
103, 7, 7.291667
93, 12, 12.500000
95, 13, 13.541667
104, 12, 12.500000
104, 12, 12.500000
103, 7, 7.291667
102, 18, 18.750000
106, 12, 12.500000
111, 12, 12.500000
113, 6, 6.250000
102, 13, 13.541667
102, 13, 13.541667
116, 14, 14.583333
107, 7, 7.291667
113, 2, 2.083333
126, 9, 9.375000
126, 8, 8.333333
126, 8, 8.333333
120, 10, 10.416667
130, 8, 8.333333
117, 15, 15.625000
122, 24, 25.000000
122, 24, 25.000000
117, 17, 17.708333
117, 8, 8.333333
132, 9, 9.375000
125, 15, 15.625000
121, 11, 11.458333
121, 11, 11.458333
135, 2, 2.083333
130, 9, 9.375000
123, 4, 4.166667
120, 7, 7.291667
134, 11, 11.458333
126, 16, 16.666667
126, 16, 16.666667
142, 8, 8.333333
123, 18, 18.750000
125, 11, 11.458333
124, 15, 15.625000
111, 17, 17.708333
114, 12, 12.500000
114, 12, 12.500000
130, 10, 10.416667
130, 10, 10.416667
145, 10, 10.416667
138, 10, 10.416667
140, 6, 6.250000
134, 9, 9.375000
136, 12, 12.500000
128, 6, 6.250000
128, 6, 6.250000
141, 9, 9.375000
141, 9, 9.375000
148, 7, 7.291667
138, 14, 14.583333
135, 13, 13.541667
133, 13, 13.541667
133, 13, 13.541667
140, 7, 7.291667
138, 15, 15.625000
140, 13, 13.541667
140, 13, 13.541667
156, 11, 11.458333
136, 12, 12.500000
142, 13, 13.541667
137, 10, 10.416667
156, 18, 14.634146
150, 13, 10.569106
145, 12, 9.756098
145, 12, 9.756098
138, 21, 17.073171
153, 18, 14.634146
151, 13, 10.569106
151, 13, 10.569106
147, 19, 15.447154
147, 19, 15.447154
141, 13, 10.569106
141, 13, 10.569106
141, 17, 13.821138
145, 13, 10.569106
159, 25, 20.325203
153, 27, 21.951220
156, 19, 15.447154
152, 17, 13.821138
159, 21, 17.073171
159, 15, 12.195122
162, 15, 12.195122
162, 15, 12.195122
173, 19, 15.447154
166, 19, 15.447154
179, 20, 16.260163
179, 20, 16.260163
171, 13, 10.569106
182, 19, 15.447154
175, 21, 17.073171
163, 25, 20.325203
155, 23, 18.699187
166, 22, 17.886179
182, 16, 13.008130
184, 24, 19.512195
188, 14, 11.382114
183, 25, 20.325203
195, 18, 14.634146
195, 9, 7.317073
193, 10, 8.130081
211, 14, 11.382114
211, 14, 11.382114
195, 14, 11.382114
193, 15, 12.195122
200, 16, 13.008130
210, 15, 12.195122
224, 11, 8.943089
224, 11, 8.943089
219, 15, 12.195122
216, 11, 8.943089
216, 11, 8.943089
186, 25, 20.325203
186, 25, 20.325203
184, 11, 8.943089
166, 14, 11.382114
162, 8, 6.504065
171, 6, 4.878049
153, 8, 6.504065
146, 14, 11.382114
146, 14, 11.382114
128, 6, 4.878049
128, 6, 6.666667
121, 5, 5.555556
134, 11, 12.222222
134, 11, 12.222222
122, 4, 4.444444
117, 12, 13.333333
117, 12, 13.333333
117, 5, 5.555556
117, 5, 5.555556
113, 7, 7.777778
129, 8, 8.888889
96, 10, 11.111111
96, 10, 11.111111
112, 5, 5.555556
103, 3, 3.333333
103, 3, 3.333333
99, 0, 0.000000
101, 13, 14.444444
98, 8, 8.888889
96, 16, 17.777778
107, 8, 8.888889
93, 9, 10.000000
93, 10, 11.111111
100, 11, 12.222222
99, 11, 12.222222
99, 11, 12.222222
91, 5, 5.555556
85, 6, 6.666667
77, 7, 7.777778
90, 3, 3.333333
79, 6, 6.666667
79, 6, 6.666667
80, 18, 20.000000
80, 8, 8.888889
80, 8, 8.888889
77, 6, 6.666667
85, 5, 5.555556
79, 7, 7.777778
79, 7, 7.777778
80, 10, 11.111111
78, 6, 6.666667
85, 11, 12.222222
85, 11, 12.222222
72, 4, 4.444444
72, 4, 4.444444
75, 2, 2.222222
74, 12, 13.333333
78, 4, 4.444444
78, 4, 4.444444
85, 9, 10.000000
90, 8, 8.888889
87, 8, 8.888889
87, 8, 8.888889
86, 5, 5.555556
96, 12, 13.333333
96, 17, 12.056738
92, 15, 10.638298
92, 15, 10.638298
99, 6, 4.255319
103, 14, 9.929078
103, 14, 9.929078
97, 11, 7.801418
101, 11, 7.801418
114, 15, 10.638298
106, 7, 4.964539
101, 8, 5.673759
101, 8, 5.673759
109, 7, 4.964539
107, 13, 9.219858
117, 12, 8.510638
121, 6, 4.255319
111, 10, 7.092199
118, 12, 8.510638
126, 16, 11.347518
125, 13, 9.219858
128, 13, 9.219858
132, 10, 7.092199
130, 16, 11.347518
134, 14, 9.929078
144, 21, 14.893617
133, 18, 12.765957
127, 17, 12.056738
127, 17, 12.056738
131, 17, 12.056738
145, 20, 14.184397
141, 12, 8.510638
144, 13, 9.219858
148, 14, 9.929078
144, 16, 11.347518
144, 16, 11.347518
127, 20, 14.184397
127, 26, 18.439716
127, 17, 12.056738
127, 7, 4.964539
120, 13, 9.219858
120, 13, 9.219858
122, 7, 4.964539
116, 7, 4.964539
119, 15, 10.638298
93, 12, 8.510638
78, 20, 14.184397
67, 15, 10.638298
57, 19, 13.475177
57, 19, 13.475177
66, 17, 12.056738
44, 22, 15.602837
49, 14, 9.929078
49, 14, 9.929078
63, 20, 14.184397
63, 20, 14.184397
59, 12, 8.510638
60, 14, 9.929078
53, 15, 10.638298
53, 16, 11.347518
52, 17, 12.056738
44, 10, 20.833333
48, 14, 29.166667
48, 10, 20.833333
48, 10, 20.833333
43, 10, 20.833333
46, 13, 27.083333
44, 9, 18.750000
49, 9, 18.750000
49, 9, 18.750000
42, 6, 12.500000
41, 5, 10.416667
48, 8, 16.666667
48, 8, 16.666667
45, 7, 14.583333
45, 7, 14.583333
46, 9, 18.750000
40, 6, 12.500000
44, 11, 22.916667
37, 9, 18.750000
42, 7, 14.583333
43, 9, 18.750000
43, 9, 18.750000
45, 10, 20.833333
37, 9, 18.750000
37, 9, 18.750000
41, 10, 20.833333
38, 7, 14.583333
34, 11, 22.916667
34, 11, 22.916667
31, 10, 20.833333
31, 10, 20.833333
28, 8, 16.666667
28, 12, 25.000000
26, 10, 20.833333
27, 13, 27.083333
34, 5, 10.416667
29, 5, 10.416667
29, 5, 10.416667
31, 8, 16.666667
29, 12, 25.000000
28, 6, 12.500000
28, 11, 22.916667
29, 17, 35.416667
31, 11, 22.916667
25, 12, 25.000000
31, 13, 27.083333
26, 16, 33.333333
52, 5, 10.416667
53, 5, 10.416667
53, 5, 10.416667
53, 2, 4.166667
51, 3, 6.250000
41, 7, 14.583333
41, 7, 14.583333
25, 14, 29.166667
25, 14, 29.166667
25, 14, 29.166667
29, 9, 18.750000
29, 9, 18.750000
28, 13, 27.083333
30, 16, 19.512195
28, 23, 28.048780
28, 23, 28.048780
27, 17, 20.731707
27, 17, 20.731707
24, 11, 13.414634
26, 15, 18.292683
27, 17, 20.731707
26, 17, 20.731707
29, 14, 17.073171
26, 15, 18.292683
25, 13, 15.853659
20, 19, 23.170732
27, 20, 24.390244
27, 20, 24.390244
42, 22, 26.829268
42, 22, 26.829268
52, 15, 18.292683
52, 15, 18.292683
58, 15, 18.292683
64, 22, 26.829268
112, 21, 25.609756
112, 21, 25.609756
143, 11, 13.414634
141, 12, 14.634146
143, 8, 9.756098
134, 7, 8.536585
135, 6, 7.317073
135, 6, 7.317073
118, 7, 8.536585
106, 5, 6.097561
124, 8, 9.756098
124, 8, 9.756098
106, 11, 13.414634
116, 9, 10.975610
144, 7, 8.536585
100, 5, 6.097561
108, 4, 4.878049
108, 4, 4.878049
95, 2, 2.439024
102, 4, 4.878049
97, 5, 6.097561
78, 5, 6.097561
92, 5, 6.097561
85, 4, 4.878049
70, 5, 6.097561
69, 2, 2.439024
59, 9, 10.975610
59, 9, 10.975610
67, 10, 12.195122
73, 4, 4.878049
76, 8, 9.756098
76, 8, 9.756098
83, 10, 12.195122
90, 9, 10.975610
99, 9, 10.975610
106, 8, 9.756098
104, 6, 7.317073
91, 7, 8.536585
98, 9, 10.975610
97, 14, 9.333333
91, 21, 14.000000
100, 17, 11.333333
100, 17, 11.333333
109, 22, 14.666667
113, 14, 9.333333
107, 22, 14.666667
103, 16, 10.666667
88, 13, 8.666667
89, 36, 24.000000
82, 17, 11.333333
111, 16, 10.666667
120, 18, 12.000000
120, 18, 12.000000
128, 14, 9.333333
128, 15, 10.000000
147, 14, 9.333333
143, 22, 14.666667
148, 12, 8.000000
175, 19, 12.666667
175, 19, 12.666667
162, 11, 7.333333
162, 11, 7.333333
169, 13, 8.666667
169, 13, 8.666667
179, 20, 13.333333
179, 20, 13.333333
171, 14, 9.333333
171, 14, 9.333333
170, 14, 9.333333
177, 16, 10.666667
167, 19, 12.666667
167, 19, 12.666667
173, 18, 12.000000
166, 13, 8.666667
176, 20, 13.333333
166, 17, 11.333333
178, 12, 8.000000
168, 13, 8.666667
174, 16, 10.666667
163, 15, 10.000000
163, 15, 10.000000
161, 10, 6.666667
159, 16, 10.666667
167, 11, 7.333333
152, 15, 10.000000
179, 14, 9.333333
184, 12, 8.000000
170, 7, 4.666667
170, 7, 4.666667
163, 12, 8.000000
166, 9, 6.000000
151, 6, 4.000000
145, 16, 10.666667
140, 13, 8.666667
140, 13, 8.666667
146, 8, 5.333333
146, 9, 6.000000
145, 10, 6.666667
159, 15, 10.000000
151, 10, 6.666667
151, 10, 6.666667
147, 14, 9.333333
147, 14, 9.333333
150, 10, 6.666667
146, 12, 8.000000
142, 14, 9.333333
153, 11, 7.333333
153, 12, 8.000000
153, 12, 8.000000
136, 11, 7.333333
136, 11, 7.333333
141, 12, 8.000000
144, 12, 8.000000
152, 15, 10.000000
143, 10, 6.666667
143, 10, 6.666667
149, 12, 8.000000
155, 9, 6.000000
151, 11, 7.333333
154, 11, 7.333333
141, 7, 4.666667
146, 15, 10.000000
139, 9, 6.000000
139, 9, 6.000000
143, 9, 6.000000
152, 9, 6.000000
146, 3, 2.000000
146, 3, 2.000000
152, 12, 8.000000
149, 13, 8.666667
153, 11, 7.333333
149, 14, 9.333333
152, 10, 6.666667
152, 10, 6.666667
